id,name,author,genre,seria,rating,count_page,language,content,img_url
384,Пощады не будет (ЛП),Кеньон Шеррилин,Любовно-фантастические романы,Темные охотники #29,9.49,62,Русский,,https://www.litmir.me/data/Book/0/151000/151797/BC4_1491156467.jpg
385,Владыка Сардуора,Зыков Виталий Валерьевич,Фэнтези Фантастика,Дорога домой #4,9.49,25,Русский," Суров и жесток Торн. Когда разрываются старые договоры, нарушаются древние законы, а недавние союзники становятся врагами, нет места для жалости. Пламя новой войны поднимается над миром… Страшное время, но, если хочешь не просто выжить, а стать кем-то большим, чем гонимый всеми беглец, бей первым. Тогда эльфы, гномы, Истинные маги, драконы, демоны и некроманты в какой-то миг станут пешками в игре по заданным тобой правилам. Победа достанется сильнейшему, а Сардуор обретет своего Владыку.",https://www.litmir.me/data/Book/0/171000/171707/BC4_1595556254.jpg
386,Взгляд из темноты,Картер Крис (2),Триллеры,Роберт Хантер #3,9.49,18,Русский,,https://www.litmir.me/data/Book/0/147000/147160/BC4_1490593193.jpg
387,Танец с драконами. Книга 1. Грёзы и пыль,Мартин Джордж Р.Р.,Зарубежное фэнтези,Песнь Льда и Огня,9.49,30,Русский," «Танцем драконов» издавна звали в Семи Королевствах войну.  Но теперь война охватывает все новые и новые земли.  Война катится с Севера – из-за Стены. Война идет с Запада – с Островов. Войну замышляет Юг, мечтающий посадить на Железный Трон свою ставленницу. И совсем уже неожиданную угрозу несет с Востока вошедшая в силу «мать драконов» Дейенерис…  Что будет? Кровь и ненависть. Любовь и политика. И прежде всего – судьба, которой угодно было свести в смертоносном танце великие силы.",https://www.litmir.me/data/Book/0/172000/172359/BC4_1595544793.jpg
388,Шестая могила не за горами (ЛП),Джонс Даринда,Фэнтези Любовно-фантастические романы Городское фэнтези,Чарли Дэвидсон #6,9.49,75,Русский,,https://www.litmir.me/data/Book/0/254000/254698/BC4_1490774458.jpg
389,Песнь жизни (СИ),Лисина Александра,Фэнтези,Время вызова #2,9.49,100,Русский,,https://www.litmir.me/data/Book/0/154000/154499/BC4_1491157986.jpg
390,Записки юного врача,Булгаков Михаил Афанасьевич,Русская классическая проза,,9.49,19,Русский,В основу ранних рассказов Михаила Булгакова легли реальные жизненные обстоятельства - его служба в качестве земского врача в Смоленской губернии с 1916 по 1920 гг.,https://www.litmir.me/data/Book/0/48000/48009/BC4_1490534356.jpg
391,Я слышу аромат дождя (СИ),"Лунгу Ирина Владимировна "" Missis Cullen""",Современные любовные романы Короткие любовные романы,,9.49,18,Русский,,https://www.litmir.me/data/Book/0/218000/218687/BC4_1490695650.jpg
392,Искатели ветра,Пехов Алексей Юрьевич,Фэнтези,Ветер и искры #1 Магия фэнтези (Альфа-книга) #89,9.48,22,Русский,,https://www.litmir.me/data/Book/0/193000/193349/BC4_1595094731.jpg
393,Волонтеры вечности,Фрай Макс,Фэнтези,Лабиринты Ехо #2,9.48,33,Русский," Новый роман замечательного фантаста Максима Фрая продолжает повествование о невероятных приключениях Макса и его друзей в параллельной реальности. Читателю предстоит узнать, откуда пришли и чего хотят добиться загадочные Волонтеры Вечности.",https://www.litmir.me/data/Book/0/32000/32853/BC4_1597384151.jpg
394,Все ради любви,Ханна Кристин,Современные любовные романы Современная проза,,9.48,86,Русский,,https://www.litmir.me/data/Book/0/262000/262738/BC4_1490779021.jpg
395,Битва за любовь (Запах серы),Гэблдон Диана,Зарубежные любовные романы Любовные романы Фантастика,Чужестранка #1,9.48,23,Русский,,https://www.litmir.me/data/Book/0/160000/160361/BC4_1490597426.jpg
396,Оптимистка (ЛП),Холден Ким,Современная проза Современные любовные романы,Оптимистка #1,9.48,88,Русский,,https://www.litmir.me/data/Book/0/270000/270077/BC4_1490784063.jpg
397,Глаз голема,Страуд Джонатан,Фэнтези Зарубежное фэнтези,Трилогия Бартимеуса #2,9.48,30,Русский,"Хорошо быть молодым и талантливым волшебником. Волшебников в Британской империи уважают. Ещё бы, ведь именно волшебники правят страной, прочим остается лишь благодарить судьбу, что об их благополучии заботятся могущественные маги (правда, не все в народе это понимают). Натаниэлю всего четырнадцать лет, но его уже ценит начальство, и даже сам премьер-министр ему покровительствует. Одна беда — друзей нет (у волшебников их вообще, как правило, не бывает), зато завистников — хоть отбавляй. А тут, как назло, в Лондоне по ночам начинает твориться форменное безобразие, и шеф полиции утверждает, что это дело рук тех самых хулиганов, поймать которых было поручено Натаниэлю. Да уж, в такой переделке без сильного союзника не обойтись. И Натаниэлю не остается ничего, кроме как снова вызвать джина по имени Бартимеус, который однажды уже помог ему вернуть Амулет Самарканда…",https://www.litmir.me/data/Book/0/26000/26165/BC4_1597621391.jpg
398,Корона полуночи,Маас Сара Дж.,Фэнтези Зарубежное фэнтези,Стеклянный трон #2 Lady Fantasy,9.48,21,Русский,,https://www.litmir.me/data/Book/0/213000/213351/BC4_1490692683.jpg
399,Брисингр,Паолини Кристофер,Фэнтези Детская фантастика Зарубежное фэнтези,Наследие. Эрагон #3,9.48,199,Русский,,https://www.litmir.me/data/Book/0/150000/150247/BC4_1491155690.jpg
400,Профессия: ведьма,Громыко Ольга Николаевна,Фэнтези,Белорийский цикл о ведьме Вольхе #1,9.48,23,Русский," Каждый здравомыслящий человек твердо знает: вампиров не бывает, вампиры очень любят человеческую кровь, вампиры боятся чеснока, осины и солнечного света. Интересно, а что думают на этот счет сами вампиры? Ох они бы и порассказали, найдись достаточно беспристрастный и храбрый слушатель! Перед вами – подробный отчет на основе личных наблюдений, составленный неунывающей адепткой Старминской Школы Магов, Пифий и Травниц. Но не удалось ли вампирам ввести в заблуждение и ее?..",https://www.litmir.me/data/Book/0/187000/187694/BC4_1595167510.jpg
401,Часовая битва,Щерба Наталья Васильевна,Фэнтези,Часодеи #6,9.48,21,Русский,,https://www.litmir.me/data/Book/0/235000/235716/BC4_1594191432.jpg
402,Пять языков любви. Как выразить любовь вашему спутнику,Чепмен Гэри,Книги по психологии,,9.48,7,Русский," А вы с супругом нашли общий язык?  Любовь можно проявлять по-разному. Доктор Гэри Чепмен утверждает, что существует пять языков любви: Слова поощрения; Время; Подарки; Помощь; Прикосновения.  Вы стараетесь показать супругу, что любите его, а он как будто ничего не замечает. Может быть, вы просто говорите на разных языках? Возможно, ваш муж хочет, чтобы вы ему посочувствовали, а вы вместо этого готовите вкусный ужин. Возможно, вашей жене хочется проводить с вами побольше времени, а роскошные букеты, которые вы преподносите каждый вечер, ей не нужны.  В конце книги вы найдете руководство по обсуждению, которое поможет вам лучше разобраться в прочитанном. Вы и заметить не успеете, как научитесь понимать язык другого, выражать ему любовь, и вскоре почувствуете, что и вас любят.",https://www.litmir.me/data/Book/0/6000/6057/BC4_1536145531.jpg
403,Последнее шоу Себастьяна Риска (СИ),Морская Лара,Любовно-фантастические романы Фэнтези,Ниаварра #2,9.48,80,Русский,,https://www.litmir.me/data/Book/0/250000/250560/BC4_1490771849.jpg
404,Темная сторона души,Михалкова Елена Ивановна,Детективы,Расследования Макара Илюшина и Сергея Бабкина #2,9.48,16,Русский,,https://www.litmir.me/data/Book/0/92000/92691/BC4_1596697392.jpg
405,Демон из тьмы (ЛП),Коул Кресли,Любовно-фантастические романы Эротика,Бессмертные с приходом темноты #10,9.48,79,Русский,"    ОПАСНЫЙ ДЕМОН, ПЕРЕД КОТОРЫМ ОНА НЕ В СИЛАХ УСТОЯТЬ…  Мальком Слэйн: терзаемый кошмарами своего прошлого и раздираемый на части жаждой крови, он доведен до предела зеленоглазой красоткой, находящейся под его охраной.     СВОДЯЩАЯ С УМА ВЕДЬМА, КОТОРОЙ ОН ЖАЖДЕТ ОБЛАДАТЬ…  Кэроу Грей: скрывая свои собственные печали, она жила только ради вечеринок и развлечений. До тех пор пока не встретила истерзанного воина достойного спасения.     ВМЕСТЕ ЗАПЕРТЫ В ТЮРЬМЕ…  И ради их спасения, Малькому придется выпустить на свободу обе свои сущности: демона и вампира…",https://www.litmir.me/data/Book/0/147000/147739/BC4_1491154338.jpg
406,Ад на земле III (СИ),Филдс В.,Ужасы и мистика Триллеры Любовно-фантастические романы,Ад на Земле #3,9.48,54,Русский," Очень давно я была обычной девушкой.  А сейчас, люди пытаются меня сломать, в то время как я пытаюсь их спасти, поборов в себе зло. Почему бы им всем не оставить меня в покое, чтобы я смогла все выдержать? Просто они не верят, что я смогу это сделать.  Никто не верит. Ни Рэн, ни мои родители, ни я сама.  Я чувствую, что не смогу. Может, мне умереть? Они заставляют меня делать выбор.  Но что бы я не выбрала, конец будет один. Это моя Судьба.        Официальная группа:  https://vk.com/vfields",https://www.litmir.me/data/Book/0/268000/268767/BC4_1490783128.jpg
407,Свет в океане,Стедман М. Л.,Современная зарубежная литература,Сенсация,9.48,18,Русский,,https://www.litmir.me/data/Book/0/259000/259366/BC4_1593898450.jpg
408,Семь подземных королей (С иллюстрациями),Волков Александр Мелентьевич,Сказки,Изумрудный город #3,9.48,4,Русский,,https://www.litmir.me/data/Book/0/106000/106678/BC4_1596483850.jpg
409,Левиафан,"Акунин Борис "" Чхартишвили Григорий Шалвович""",Исторические детективы,Приключения Эраста Фандорина #3,9.48,12,Русский,"«Левиафан» (герметичный детектив) – третья книга Бориса Акунина из серии «Приключения Эраста Фандорина». 15 марта 1878 года на рю де Гренель в Париже совершено страшное убийство. Убит лорд Литтлби и девять его слуг. Преступник не взял из дома ничего, кроме статуэтки бога Шивы и цветного платка. Расследование приводит комиссара полиции Гоша на роскошный корабль «Левиафан», плывущий в Калькутту. Убийца на корабле, но кто это? Среди подозреваемых, каждый из которых прячет свою тайну, английский аристократ, офицер Японской армии, беременная жена швейцарского банковского служащего и молодой русский дипломат с седыми висками…",https://www.litmir.me/data/Book/0/1000/1034/BC4_1598411715.jpg
410,Ведьмак. Последнее желание,Сапковский Анджей,Фэнтези Зарубежное фэнтези,Сапковский с иллюстрациями #1,9.48,15,Русский," Книгой «Последнее желание» начинается один из лучших циклов в истории жанра фэнтези. Семь новелл о ведьмаке Геральте из Ривии, его друзьях и возлюбленных, о его нелегкой «работе» по истреблению всякой нечисти, о мире, населенном эльфами, гномами, оборотнями, драконами, и, конечно, людьми – со всеми их страстями, пороками и добродетелями.  Сага А. Сапковского давно занимает почетное место в мировой традиции жанра фэнтези, а Геральт стал культовым персонажем не только в мире литературы, но в универсуме компьютерных игр. Аудитория пана Анджея неуклонно расширяется, и мы рады содействовать этому, выпустив первую книгу о Ведьмаке с иллюстрациями, созданными специально для этого издания.",https://www.litmir.me/data/Book/0/187000/187667/BC4_1595168115.jpg
411,Запах страха,Панов Вадим Юрьевич,Фэнтези,Тайный город #13,9.48,22,Русский,"Жестокое убийство в одном из московских парков обескуражило профессионалов из МУРа. По всему выходило, что преступник обладает сверхъестественными способностями. И это оказалось истинной правдой! Следы преступления вели в Тайный Город – надежно укрытую среди современного мегаполиса, обитель магов и чародеев, потомков древних властителей Земли… А дальше было еще интереснее – бунт Красных Шапок, кровавая охота за сокровищами Степана Разина, амбиции молодой ведьмы и, конечно, не обошлось без одного из самых сильных человеческих (и не только человеческих) чувств – Страха! Все смешалось в Тайном Городе, судьба которого вновь оказалась в руках наемников-челов – Артема и Кортеса!",https://www.litmir.me/data/Book/0/34000/34694/BC4_1597280770.jpg
412,Корпорация,Тармашев Сергей Сергеевич,"Боевики, остросюжетная литература Фантастика",Древний #2,9.48,21,Русский,,https://www.litmir.me/data/Book/0/187000/187602/BC4_1490625667.jpg
413,Шаг в небо (СИ),Измайлова Кира Алиевна,Фэнтези,,9.48,5,Русский,,https://www.litmir.me
414,Любовь как закладная жизни (СИ),Горовая Ольга Вадимовна,Современные любовные романы Эротика,Любовь в формате рыночных отношений #2,9.48,179,Русский," Десять лет назад их объединил случай, ее беда и чужая жадность. А разъединяла целая жизнь. Два человека из разных миров: Вячеслав Боруцкий — бандит, заправляющий криминалом города, и Агния Сотенко — сирота, собирающаяся стать оперной певицей. Они нашли друг в друге то, чего никто из них не искал и не мог предположить. А спустя несколько лет — потеряли столько, что не каждый сможет вынести. Можно ли забыть о боли и собственной вине? Можно ли исправить чужое зло, переломившее жизнь надвое? И можно ли победить в себе зависимость, которую никогда и не думал начинать?  Кто-то бы сдался и опустил руки, но эти двое слишком упрямы, чтобы хотя бы не попробовать.   ",https://www.litmir.me/data/Book/0/158000/158732/BC4_1491160853.jpg
415,Право сильнейшего. Книга 2 (СИ),Лисина Александра,Фэнтези,Без права на выбор #7,9.48,80,Русский,,https://www.litmir.me
416,Клан,Рус Дмитрий,Фэнтези,"Играть, чтобы жить #2",9.48,19,Русский," Оцифрованные люди в виртуальном мире… Для миллионов это просто игра, для сотен тысяч — новый дом, а для амбициозных правительств — возможность подмять под себя невероятные магические технологии и ресурсы девственных земель.  Глеб обманул судьбу, бросив в реале смертельно больное тело и заменив его на бессмертный аватар в мире меча и магии. Казалось бы, живи и радуйся — впереди вечная молодость, рядом любимая женщина, а спину прикрывают верные друзья. Но человеческая сущность многогранна: кто-то жаждет власти, кто-то богатства. И вот уже первые стоны рабов раздались над виртуальным миром, а в реальность потек тоненький ручеек настоящего золота.  Как поступить — остаться в стороне и смотреть, как чудесный мир превращается в изнанку Земли, или найти в себе силы и вмешаться в игры могучих противников?",https://www.litmir.me/data/Book/0/176000/176440/BC4_1595477709.jpg
417,Сердце изо льда,Северская Мария,Детская проза Книги для подростков Любовные романы,Только для девчонок,9.48,6,Русский," Андрей с первого дня знакомства дал понять Русе, что ненавидит ее. Она в недоумении – чем помешала этому невероятно красивому парню? И, похоже, он не собирается оставлять ее в покое: отпускает шуточки и колкости при любом удобном случае. Однако Руся умеет за себя постоять. И вот они в кабинете директора, после того, как она отхлестала Андрея по щекам за очередную издевку. Но почему он даже не попытался остановить ее и ни в чем не упрекает? Неужели под маской неприязни Андрея таится другое чувство?",https://www.litmir.me/data/Book/0/159000/159265/BC4_1547040862.jpg
418,Слово Ишты (СИ),Лисина Александра,Фэнтези,Без права на выбор #5,9.48,16,Русский,,https://www.litmir.me/data/Book/0/154000/154500/BC4_1595832372.jpg
419,Дверь в Лето,Хайнлайн Роберт Энсон,Зарубежная фантастика Историческая фантастика Классика жанра Фантастика,,9.48,12,Русский,"Пожалуй, трудно найти человека, который бы не слышал имени Роберта Хайнлайна, не знал бы, что это — один из величайших фантастов мира, не просто классик жанра, но человек, стоявший у его истоков. Произведения этого автора не стареют. На книгах Хайнлайна выросло несколько поколений, ими зачитываются и теперь. Каждая из этих книг — шедевр, от котрого невозможно оторваться, а романы «Дублер» и «Дверь в лето» принадлежат к лучшим творениям писателя…",https://www.litmir.me/data/Book/0/36000/36073/BC4_1597210631.jpg
420,Любовник смерти,"Акунин Борис "" Чхартишвили Григорий Шалвович""",Исторические детективы,Приключения Эраста Фандорина #10,9.48,15,Русский,"Памяти XIX столетия, когда литература была великой, вера в прогресс безграничной, а преступления совершались и раскрывались с изяществом и вкусом.",https://www.litmir.me/data/Book/0/1000/1036/BC4_1598411589.jpg
421,Прежде чем их повесят,Аберкромби Джо,Фэнтези Зарубежное фэнтези,Земной круг. Первый Закон #2,9.48,34,Русский," Черные времена наступили в Срединных землях. Армия Союза терпит поражение за поражением от воинства самозваного короля Бетода. Заговоры и измена вносят смуту в умы людей. Странные убийства и похищения представителей власти ввергают в ужас аристократические верхи. Чтобы спасти Союз, верховный маг Байяз решается на опасное предприятие: он отправляется на край мира, ибо там хранится страшное магическое оружие, способное остановить зло. И конечно же, в этом ему помогает легендарный воин Логен Девятипалый по прозвищу Девять Смертей…",https://www.litmir.me/data/Book/0/128000/128037/BC4_1596225192.jpg
422,Капитанская дочка,Пушкин Александр Сергеевич,Русская классическая проза Классическая проза,,9.48,25,Русский,В романе «Капитанская дочка» А.С.Пушкин нарисовал яркую картину стихийного крестьянского восстания под предводительством Емельяна Пугачева.,https://www.litmir.me/data/Book/0/22000/22695/BC4_1490520407.jpg
423,Академия Колдовства,Шелонин Олег Александрович Баженов Виктор Олегович,Фантастика,Арканарский вор #2,9.48,14,Русский," Трудно грызть гранит науки, но очень интересно. Студенческие годы запоминаются на всю жизнь. Но еще лучше их помнят преподаватели, особенно если в Академии Колдовства, Ведьмовства и Навства оказываются такие студенты, как Дифинбахий, Дуняшка и знаменитый Арканарский вор, он же граф Арлийский, он же барон Арчибальд де Заболотный, призванный в очередной раз спасти мир. Золотое правило – со своим уставом в чужой монастырь не ходить – рухнуло сразу. Академию залихорадило…",https://www.litmir.me/data/Book/0/189000/189731/BC4_1490627656.jpg
424,Черный обелиск,Ремарк Эрих Мария,Зарубежная классика Классическая литература,Книга на все времена,9.48,24,Русский," Их называли «потерянным поколением». И они действительно потеряли все - или почти все?   Что же у них осталось? Верная дружба - и спасительная ирония. Потому что иначе невозможно ни выжить в «стране, охваченной кризисом», ни выстоять перед «житейски-алкогольно-любовными трудностями» - ни, наконец, выгодно продать никому не нужный надгробный черный обелиск!..",https://www.litmir.me/data/Book/0/205000/205688/BC4_1594923911.jpg
425,Анжелика и король,Голон Анн Голон Серж,Зарубежные любовные романы Зарубежные приключения Историческая литература Исторические любовные романы Исторические приключения Классика жанра,Анжелика #3,9.48,33,Русский," «Анжелика и король» – третья из серии книг, открывшейся знаменитым историко-авантюрным романом «Анжелика – маркиза ангелов», написанным Анн Голон. Во Франции времен Людовика XIV все пути вели в Версаль. Любая красавица почитала за счастье предстать перед взором короля-солнце, хотя жить при дворе было ничуть не менее опасно, чем отправиться босиком через джунгли. Как сложится судьба мечтавшей о придворной жизни великолепной красавицы Анжелики, которая не утратила тоски по истинной любви?..  Впервые на русском языке полная версия знаменитого романа!   ",https://www.litmir.me/data/Book/0/10000/10319/BC4_1490515032.jpg
426,Король (ЛП),Уорд Дж. Р.,Любовно-фантастические романы Ужасы и мистика,Братство черного кинжала #12,9.48,137,Русский,,https://www.litmir.me/data/Book/0/259000/259674/BC4_1490777068.jpg
427,Копи царя Соломона. Прекрасная Маргарет,Хаггард Генри Райдер,Зарубежные приключения Исторические приключения Классическая литература,Библиотека приключений #10,9.48,32,Русский,,https://www.litmir.me/data/Book/0/166000/166295/BC4_1490601573.jpg
428,Человек-амфибия,Беляев Александр Романович,Фантастика,,9.48,39,Русский,"Этот роман — самое известное произведение знаменитого писателя Александра Романовича Беляева (1884–1942). В нем писатель рассказывает о необыкновенной судьбе Ихтиандра — юноши, который мог жить и в воздушной среде, и под водой, за что его и прозвали «морским дьяволом». Впервые роман был напечатан в 1928 году.",https://www.litmir.me/data/Book/0/3000/3034/BC4_1490512539.jpg
429,Наследники легенд,Шевченко Ирина,Фэнтези,Легенды Сопределья #3,9.48,13,Русский,,https://www.litmir.me/data/Book/0/185000/185180/BC4_1595213170.jpg
430,Завтра была война…,Васильев Борис Львович,Книги о войне Классическая литература,,9.48,38,Русский,,https://www.litmir.me/data/Book/0/29000/29102/BC4_1597524073.jpg
431,Битва желаний,Макнот Джудит,Современные любовные романы Эротика,,9.48,47,Русский,"   Привыкшая равнодушно принимать мужское восхищение красавица Лорен Деннер наконец-то повстречала того единственного, о котором мечтала всю жизнь. Только вот незадача — блестящий бизнесмен Ник Синклер мало что не обратил на нее никакого внимания, так еще и счел просто взбалмошной девчонкой! Лорен поклялась, что любой ценой покорит сердце Ника и заставит на коленях молить ее о взаимности…   ",https://www.litmir.me/data/Book/0/0/339/BC4_1490511744.jpg
432,Сердца трех,Лондон Джек,Зарубежные приключения Приключения,Библиотека приключений и научной фантастики,9.47,9,Русский,,https://www.litmir.me/data/Book/0/248000/248024/BC4_1583888831.jpg
433,Жизнь и удивительные приключения Робинзона Крузо,Дефо Даниэль,Зарубежные приключения Приключения Классическая литература,Робинзон Крузо #1,9.47,73,Русский,"Роман о жизни Робинзона Крузо на необитаемом острове, о его приключениях, о кровожадных пиратах и об обретении верного друга Пятницы английский писатель Даниель Дефо написал на основе реальных событий. Самому Дефо пришлось пройти через многие испытания, и в своем романе он дает нам урок житейской мудрости, стойкости и оптимизма.",https://www.litmir.me/data/Book/0/6000/6796/BC4_1490513720.jpg
434,Клинки у трона,Садов Сергей Александрович,Фэнтези Фантастика,Рыцарь Ордена #3,9.47,37,Русский,,https://www.litmir.me/data/Book/0/190000/190272/BC4_1595132650.jpg
435,Девятое Правило Волшебника или Огненная Цепь,Гудкайнд Терри,Фэнтези,Меч Истины #9,9.47,163,Русский,,https://www.litmir.me/data/Book/0/95000/95989/BC4_1490556770.jpg
436,Песня на двоих,Панкеева Оксана Петровна,Фэнтези Любовно-фантастические романы Фантастика,Хроники странного королевства #8 Романтическая фантастика (Альфа-книга) #112,9.47,22,Русский," Когда два кавалера добиваются любви дамы – это выглядит красиво только в романах. На деле же такая ситуация не доставляет даме никакой радости, одни проблемы и огорчения. А если кавалеры к тому же горячие мистралийцы, да если еще выясняется, что их смертельная вражда началась много лет назад и вовсе не женщина была тому причиной…  Когда битва идет за любовь, женщина еще может сказать свое слово. Но когда речь идет о чести – компромисс невозможен.",https://www.litmir.me/data/Book/0/225000/225435/BC4_1594510510.jpg
437,Избранница горца,Монинг Карен Мари,Исторические любовные романы,Горец #7,9.47,70,Русский,,https://www.litmir.me/data/Book/0/173000/173494/BC4_1490608664.jpg
438,Принц Каспиан (с иллюстрациями),Льюис Клайв Стейплз,Детская фантастика Зарубежное фэнтези Зарубежные детские книги Фэнтези,Хроники Нарнии #2,9.47,7,Русский,"Ужасные времена настали в волшебной стране Нарнии. Ее захватили жестокие тельмаринцы и кончились дни мира и свободы, когда звери, гномы, деревья и птицы жили в покое и гармонии. Прошли сотни лет, и в королевстве началась война, и полное уничтожение нарнийцев было уже близко. Но принц Каспиан, бежавший от злого дяди короля, законный наследник престола, твердо решил вернуть Нарнии ее славное прошлое. Он протрубил в волшебный Рог, призывая Питера, Сьюзен, Эдмунда и Люси, надеясь, что они помогут ему в трудной борьбе. А дети в это время грустно сидели на железнодорожной станции, ожидая поезда, который отвезет их в школу. Вдруг станция исчезла и они очутились в густом лесу на берегу моря и обнаружили развалины своего замка Кэр-Паравела. Они вернулись в Нарнию, где были когда-то королями и королевами. С помощью Льва, великого Аслана они возвратили принцу Каспиану трон, а всем жителям Нарнии – мир и благоденствие. Данная книга является участником проекта ""Испр@влено"". Если Вы желаете сообщить об ошибках, опечатках или иных недостатках данной книги, то Вы можете сделать это по адресу: http://www.fictionbook.org/forum/viewtopic.php?p=24743#24743, либо направить исправленный fb2-файл по электронной почте: ",https://www.litmir.me/data/Book/0/85000/85474/BC4_1596833353.jpg
439,Бусый волк,Семёнова Мария Васильевна Тедеев Дмитрий,Фэнтези," <span style=""color:#f00;"">Мир Волкодава </span>",9.47,12,Русский,,https://www.litmir.me/data/Book/0/149000/149333/BC4_1595919267.jpg
440,Колдун,Черненко Алексей Васильевич,Фэнтези,Лорд Дарк #3,9.47,51,Русский,"Магия — это очень сильное оружие, но хочется чего-нибудь посильнее или поэкзотичнее. И здесь всплывает незаслуженно забытое колдовство. А что, если поэкспериментировать? Правда, результат может и не обрадовать. Но зато как интересно!",https://www.litmir.me/data/Book/0/153000/153540/BC4_1490594833.jpg
441,Раз и навсегда,Макнот Джудит,Зарубежные любовные романы Исторические любовные романы,Романтическая серия #1,9.47,23,Русский,"О Джейсоне Филдинге шла дурная слава – он был привлекателен, как грех, и казался столь же порочным Мало кто знал, какая рана кровоточила в душе этого зеленоглазого аристократа Лишь одной женщине удалось коснуться сердца Джексона – хрупкой и прелестной Виктории, юной девушке, только-только делающей первые шаги в жестоком мире лондонского высшего света Но призраки прошлого возвращаются чтобы разрушить счастье настоящего.",https://www.litmir.me/data/Book/0/18000/18873/BC4_1490518709.jpg
442,Пэмсэм 2 (СИ),Лунная Варвара,Любовно-фантастические романы,Пэмсэм #2,9.47,83,Русский, Продолжение приключений близняшек Пэм и Сэм.,https://www.litmir.me/data/Book/0/183000/183722/BC4_1490621314.jpg
443,Анна на шее,"Чехов Антон Павлович "" Антоша Чехонте""",Классическая проза,Рассказы,9.47,3,Русский," «После венчания не было даже легкой закуски; молодые выпили по бокалу, переоделись и поехали на вокзал. Вместо веселого свадебного бала и ужина, вместо музыки и танцев – поездка на богомолье за двести верст. Многие одобряли это, говоря, что Модест Алексеич уже в чинах и не молод и шумная свадьба могла бы, пожалуй, показаться не совсем приличной; да и скучно слушать музыку, когда чиновник пятидесяти двух лет женится на девушке, которой едва минуло восемнадцать. Говорили также, что эту поездку в монастырь Модест Алексеич, как человек с правилами, затеял, собственно, для того, чтобы дать понять своей молодой жене, что и в браке он отдает первое место религии и нравственности…»",https://www.litmir.me/data/Book/0/5000/5814/BC4_1490513397.jpg
444,Полынь – сухие слёзы,Туманова Анастасия,Исторические любовные романы,,9.47,19,Русский,,https://www.litmir.me/data/Book/0/193000/193032/BC4_1595097312.jpg
445,Последнее правило,Пиколт Джоди Линн,Триллеры,,9.47,124,Русский,"Книга рассказывает о Джейкобе, мальчике-подростке с синдромом Аспергера (аутизм). Он не в состоянии следить за ходом мысли других людей и не может нормально изъясняться. Как и большинство детей с этим заболеванием, Джейкоб сосредоточен лишь на одном каком-то занятии; в данном случае это — судебный анализ. Он всегда оказывается на месте преступлений (с помощью полицейского сканера, установленного в его комнате), где он рассказывает полицейским, что им следует сделать… и всегда оказывается прав. Каждую отдельную главу книги нам рассказывают главные действующие лица: Эмма, мать Джейкоба; Тео, брат Джейкоба и он сам. В их доме царили определенные правила: 1. Убирать за собой свой собственный беспорядок. 2. Говорить только правду. 3. Чистить зубы два раза в день. 4. Не опаздывать в школу. 5. Заботиться о своем брате, ведь он только один. Но затем однажды мертвым находят его учительницу, и полиция приходит к нему с допросом. И обвиняют Джейкоба в убийстве… Он просто спасал своего брата.",https://www.litmir.me/data/Book/0/141000/141818/BC4_1490589886.jpg
